"filename", "language", "Go", "Markdown", "YAML", "SVG", "JSON", "Go Checksum File", "Shell Script", "Go Module File", "Go Template File", "Docker", "Makefile", "MS SQL", "JavaScript", "comment", "blank", "total"
"/Users/higu/Project/tbls/sample/adjust/public.comments.md", "Markdown", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 46
"/Users/higu/Project/tbls/sample/adjust/public.comments.svg", "SVG", 0, 0, 0, 177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 1, 190
"/Users/higu/Project/tbls/sample/adjust/public.hyphen-table.md", "Markdown", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 34
"/Users/higu/Project/tbls/sample/adjust/public.hyphen-table.svg", "SVG", 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 58
"/Users/higu/Project/tbls/sample/adjust/public.logs.md", "Markdown", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 26
"/Users/higu/Project/tbls/sample/adjust/public.logs.svg", "SVG", 0, 0, 0, 177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 1, 190
"/Users/higu/Project/tbls/sample/adjust/public.post_comment_stars.md", "Markdown", 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 55
"/Users/higu/Project/tbls/sample/adjust/public.post_comment_stars.svg", "SVG", 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 39
"/Users/higu/Project/tbls/sample/adjust/public.post_comments.md", "Markdown", 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 61
"/Users/higu/Project/tbls/sample/adjust/public.post_comments.svg", "SVG", 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 45
"/Users/higu/Project/tbls/sample/adjust/public.posts.md", "Markdown", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 56
"/Users/higu/Project/tbls/sample/adjust/public.posts.svg", "SVG", 0, 0, 0, 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 1, 156
"/Users/higu/Project/tbls/sample/adjust/public.user_options.md", "Markdown", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 36
"/Users/higu/Project/tbls/sample/adjust/public.user_options.svg", "SVG", 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 70
"/Users/higu/Project/tbls/sample/adjust/public.users.md", "Markdown", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 48
"/Users/higu/Project/tbls/sample/adjust/public.users.svg", "SVG", 0, 0, 0, 235, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 1, 252
"/Users/higu/Project/tbls/sample/adjust/schema.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/higu/Project/tbls/sample/adjust/schema.svg", "SVG", 0, 0, 0, 456, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 1, 491
